Residuals	lipocalin2_pg_ml_scaled	number_of_pups_scaled	weight_grams_scaled	genotype
GO:0016021|[CC] integral component of membrane	0.747476346662018	0.175957956529236	0.0739990639594513	0.0025666328492954	0
GO:0016024|[BP] CDP-diacylglycerol biosynthetic process	0.726487589012387	0.0843882563868932	0.0869055533661201	0.1022186012346	0
GO:0016032|[BP] viral process	0.931858689250784	0.0267576221582695	0.0413836544430488	3.41478978375167e-08	0
GO:0016040|[MF] glutamate synthase (NADH) activity	0.73544027452971	0.108932771768863	0.0254823483940101	0.130144605307418	0
GO:0016051|[BP] carbohydrate biosynthetic process	0.717413594625039	0.1382966964188	0.118993534736768	0.0252961742193938	0
GO:0016052|[BP] carbohydrate catabolic process	0.900893312964159	0.0482695389398177	0.0369145631681665	0.0139225849278572	0
GO:0016070|[BP] RNA metabolic process	0.782278541704444	0.130909196068254	0.0840960275300878	0.00271623469721418	0
GO:0016075|[BP] rRNA catabolic process	0.704221555211559	0.0221238237161423	0.0538920833218512	0.0046545923718747	0.215107945378572
GO:0016114|[BP] terpenoid biosynthetic process	0.761773670566675	0.138303261311492	0.0697675170277891	0.000326894126528308	0.029828656967515
GO:0016149|[MF] translation release factor activity, codon specific	0.826970136135191	0.0150717299175327	0.00801306579461608	0.0714753030260382	0.0784697651266215
GO:0016151|[MF] nickel cation binding	0.871811416505896	0.0772107167884475	0.00597530756170094	0.0450025591439555	0
GO:0016153|[MF] urocanate hydratase activity	0.72032464048445	0.187342374152481	0.00333417314968672	0.0889988122133819	0
GO:0016154|[MF] pyrimidine-nucleoside phosphorylase activity	0.794608053133972	0.0460320928114353	0.135144555172571	0.0242152988820215	0
GO:0016163|[MF] nitrogenase activity	0.879508148502392	0.000451431540821992	0.000345828109338677	0.119694591847448	0
GO:0016209|[MF] antioxidant activity	0.768763498402235	0.0670736158805591	0.0555081178094898	0.108654767907716	0
GO:0016226|[BP] iron-sulfur cluster assembly	0.919625544981936	0.00113806939722849	0.0717789537912682	0.00745743182956716	0
GO:0016260|[BP] selenocysteine biosynthetic process	0.87568763775522	0.0195462415278754	0.0235802463086124	0.00909650525275444	0.0720893691555379
GO:0016298|[MF] lipase activity	0.817694675893071	0.0819969652292036	0.0949763789039992	0.00533197997372604	0
GO:0016300|[MF] tRNA (uracil) methyltransferase activity	0.898323252040557	0.0036469973044267	0.0786667431957372	0.019363007459279	0
GO:0016301|[MF] kinase activity	0.792880178737358	0.110007376214161	0.0919436816273332	0.00516876342114817	0
GO:0016310|[BP] phosphorylation	0.93498481915599	0.0274492350660454	0.0063159103808438	0.0312500353971213	0
GO:0016311|[BP] dephosphorylation	0.743057273105935	0.123751093092347	0.129782197556838	0.00340943624487984	0
GO:0016407|[MF] acetyltransferase activity	0.791722173141869	0.0537894006832938	0.0634812807395539	0.0910071454352828	0
GO:0016410|[MF] N-acyltransferase activity	0.899080020942521	0.0684677124010498	0.0150288999638127	0.0174233666926168	0
GO:0016415|[MF] octanoyltransferase activity	0.888544851649565	0.0197439920235698	0.0338692873371463	0.0578418689897185	0
GO:0016429|[MF] tRNA (adenine-N1-)-methyltransferase activity	0.647163874326982	0.168457888320854	0.172412822375503	0.0119654149766615	0
GO:0016430|[MF] tRNA (adenine-N6-)-methyltransferase activity	0.854106960877909	0.113625570469721	0.000374998203054748	0.0318924704493156	0
GO:0016437|[MF] tRNA cytidylyltransferase activity	0.96737156182331	0.0037347332701875	0.0273712291020761	0.0015224758044262	0
GO:0016462|[MF] pyrophosphatase activity	0.969936881210736	0.0298757188656719	0.00017628364618475	1.11162774070812e-05	0
GO:0016485|[BP] protein processing	0.866876089535535	0.070380242875899	0.0244798765761509	0.0382637910124152	0
GO:0016491|[MF] oxidoreductase activity	0.800374814022443	0.144086652394101	0.0522889291010954	0.00324960448236029	0
GO:0016539|[BP] intein-mediated protein splicing	0.792068107549749	0.186145390283759	0.00707818006016711	0.0147083221063247	0
GO:0016597|[MF] amino acid binding	0.790531056951076	0.147162922194751	0.06220397720889	0.000102043645282808	0
GO:0016598|[BP] protein arginylation	0.887242371369727	0.0147395261749391	0.0423145451151303	0.0557035573402038	0
GO:0016612|[CC] molybdenum-iron nitrogenase complex	0.879508148502392	0.000451431540821992	0.000345828109338677	0.119694591847448	0
GO:0016614|[MF] oxidoreductase activity, acting on CH-OH group of donors	0.799794137717296	0.106173882417381	0.0853930657011175	0.0086389141642054	0
GO:0016615|[MF] malate dehydrogenase activity	0.676549390301752	0.238270495057816	0.0305057939934268	0.0546743206470052	0
GO:0016616|[MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.779475518608393	0.0311207059893335	0.0834691138967597	0.00547757371862798	0.100457087786885
GO:0016620|[MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	0.856099606861516	0.0118306415190018	0.068929759607676	0.0631399920118064	0
GO:0016624|[MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	0.589955790705427	0.00364588437485408	0.15982892886906	0.121660543897069	0.124908852153589
GO:0016625|[MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor	0.963885309747077	0.0356105975508171	0.000147215555645073	0.000356877146460389	0
GO:0016627|[MF] oxidoreductase activity, acting on the CH-CH group of donors	0.66711494046862	0.0778283375288192	0.117269726042475	0.0423788481207317	0.0954081478393541
GO:0016628|[MF] oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	0.736749648332354	0.00127455640674369	0.0173607044945658	0.0106607676197771	0.23395432314656
GO:0016639|[MF] oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	0.804425347414341	0.0222303164673472	0.0335149857446072	0.139829350373705	0
GO:0016645|[MF] oxidoreductase activity, acting on the CH-NH group of donors	0.87855248398583	0.036997634964018	0.042839458041996	0.0416104230081563	0
GO:0016651|[MF] oxidoreductase activity, acting on NAD(P)H	0.916130921403769	0.0314260658949951	0.00316172148964941	0.049281291211587	0
GO:0016655|[MF] oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	0.852579892948037	0.0596412850884156	0.00134105465467798	0.0864377673088692	0
GO:0016661|[MF] oxidoreductase activity, acting on other nitrogenous compounds as donors	0.96978528329349	0.026544582924288	0.00367000494899285	1.28833228837323e-07	0
GO:0016668|[MF] oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	0.937741869058886	0.0265637417865609	0.0011503954116171	0.0345439937429362	0
GO:0016692|[MF] NADH peroxidase activity	0.840148464144375	0.0456697115916917	0.0199426279073831	0.0942391963565501	0
GO:0016705|[MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0.96287654736843	0.00147844475969445	0.00692106062669752	0.028723947245178	0
GO:0016722|[MF] oxidoreductase activity, oxidizing metal ions	0.931713506308771	0.000417942091682841	0.0164705954816853	0.0513979561178608	0
GO:0016726|[MF] oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor	0.630981794179842	0.30030317368618	0.0607228551059848	0.00322132681297524	0.00477085021501763
GO:0016730|[MF] oxidoreductase activity, acting on iron-sulfur proteins as donors	0.723144584326178	0.143812088882069	0.0329536653067216	0.100089661485031	0
GO:0016740|[MF] transferase activity	0.769436590915326	0.0265024263475911	0.0565303370806447	0.0229282388270921	0.124602406829346
GO:0016742|[MF] hydroxymethyl-, formyl- and related transferase activity	0.937541838402836	0.0604582578140207	0.000366600278051866	0.00163330350509165	0
GO:0016743|[MF] carboxyl- or carbamoyltransferase activity	0.839511423355863	0.0985897585638237	0.0310964128757795	0.0308024052045341	0
GO:0016746|[MF] transferase activity, transferring acyl groups	0.86303458950742	0.00488177186350955	0.0169038210823388	0.00106758168165829	0.114112235865073
GO:0016747|[MF] transferase activity, transferring acyl groups other than amino-acyl groups	0.814689614892011	0.104723804860962	0.057152896730588	0.0032174815166949	0.0202162019997444
GO:0016755|[MF] transferase activity, transferring amino-acyl groups	0.957849739268887	0.0047125104391876	0.000101255904165527	0.0373364943877598	0
GO:0016757|[MF] transferase activity, transferring glycosyl groups	0.831023874428182	0.0732342290243535	0.031429700510571	0.0643121960368932	0
GO:0016758|[MF] transferase activity, transferring hexosyl groups	0.910712784260086	0.0525419901385219	0.0101261637179328	0.0266190618834589	0
GO:0016763|[MF] transferase activity, transferring pentosyl groups	0.701055026528744	0.000599407487101847	0.00228763491658833	0.296057931067566	0
GO:0016765|[MF] transferase activity, transferring alkyl or aryl (other than methyl) groups	0.730922569689441	0.117687684064443	0.138206050653355	0.0131836955927599	5.57930123504152e-20
GO:0016772|[MF] transferase activity, transferring phosphorus-containing groups	0.942638661610949	0.000658760257403556	0.0172274340249575	0.0394751441066899	0
GO:0016773|[MF] phosphotransferase activity, alcohol group as acceptor	0.745935215279004	0.126798426804268	0.0362442934658158	0.0910220644509122	0
GO:0016774|[MF] phosphotransferase activity, carboxyl group as acceptor	0.866502743030374	0.095274897010286	0.032205578467405	0.00601678149193534	0
GO:0016776|[MF] phosphotransferase activity, phosphate group as acceptor	0.903350797663092	0.00116698965566441	0.0648530695455768	0.0306291431356666	0
GO:0016779|[MF] nucleotidyltransferase activity	0.818158185005997	0.0716042040267702	0.0427415270819161	0.0577023175979871	0.00979376628732984
GO:0016780|[MF] phosphotransferase activity, for other substituted phosphate groups	0.62221544950725	0.1382269086723	0.231972664778267	0.00758497704218317	0
GO:0016783|[MF] sulfurtransferase activity	0.844615845605232	0.0259523391445248	0.0128212160034071	0.0267330405410862	0.0898775587057502
GO:0016787|[MF] hydrolase activity	0.814025912214771	0.115098865766898	0.0411393192066285	0.0297359028117027	2.19827499403594e-19
GO:0016788|[MF] hydrolase activity, acting on ester bonds	0.85906833963702	0.0943123362555677	0.04442151947698	0.00219780463043182	0
GO:0016790|[MF] thiolester hydrolase activity	0.811898240489932	0.0629248301273093	0.0574649239807158	0.0677120054020426	0
GO:0016791|[MF] phosphatase activity	0.923166834728961	0.000823352955621207	0.061963468922851	0.002027196948696	0.012019146443871
GO:0016798|[MF] hydrolase activity, acting on glycosyl bonds	0.816896740299528	0.0388495722783272	0.00647521105888499	0.13777847636326	0
GO:0016799|[MF] hydrolase activity, hydrolyzing N-glycosyl compounds	0.96356046446285	0.000611739613010048	0.0269766473644156	0.00114487300263642	0.00770627555708815
GO:0016805|[MF] dipeptidase activity	0.765230188452305	0.0218601050258856	0.0794334976677191	0.13347620885409	2.94116685348706e-17
GO:0016810|[MF] hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	0.824207817380639	0.117693842501354	0.0220934607678939	0.0360048793501125	0
GO:0016811|[MF] hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0.917588360776001	0.0425854523134543	0.0255853121860636	0.0142408747244812	0
GO:0016813|[MF] hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	0.907831649667622	0.0415773516280669	0.0498288230607878	0.000762175643523516	0
GO:0016817|[MF] hydrolase activity, acting on acid anhydrides	0.969831082397114	0.0200383086923231	0.00166840297640529	0.00846220593415778	0
GO:0016818|[MF] hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0.921322801147293	0.0149205681725608	0.0337707436707874	0.000172822018271868	0.0298130649910874
GO:0016820|[MF] hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	0.836152104116921	0.150919619915823	0.0126596831266779	0.0002685928405776	0
GO:0016823|[MF] hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	0.946037201871372	0.0317322658023613	0.0012486354562944	0.0209818968699718	0
GO:0016829|[MF] lyase activity	0.727954697526384	0.0995500214683472	0.113014484654007	0.0594807963512618	0
GO:0016830|[MF] carbon-carbon lyase activity	0.920275840595787	0.0236808980313859	0.00389591777592391	0.0521473435969029	0
GO:0016831|[MF] carboxy-lyase activity	0.872336096516494	0.0300665946558745	0.0393521121441441	0.00689675681562281	0.0513484398678645
GO:0016832|[MF] aldehyde-lyase activity	0.893797568141832	0.0722565047644419	0.024153517021428	0.00979241007229802	0
GO:0016833|[MF] oxo-acid-lyase activity	0.897404300070585	0.00367882718380036	0.056585227505424	0.0423316452401901	0
GO:0016835|[MF] carbon-oxygen lyase activity	0.783043649596289	0.102136563113188	0.11481310392479	6.68336573291913e-06	0
GO:0016836|[MF] hydro-lyase activity	0.750770579904024	0.162336531845325	0.0863030004037929	0.000589887846858458	0
GO:0016837|[MF] carbon-oxygen lyase activity, acting on polysaccharides	0.954016282877644	0.00102034722517342	0.020466768656061	0.0244966012411217	0
GO:0016840|[MF] carbon-nitrogen lyase activity	0.812390723698488	0.0278381772764281	0.158419322038089	0.00135177698699482	0
GO:0016841|[MF] ammonia-lyase activity	0.785559872518081	0.0981884177127357	0.113367349796535	0.00288435997264847	0
GO:0016849|[MF] phosphorus-oxygen lyase activity	0.986766408510445	0.0118021129191054	0.00135656109427421	7.49174761752658e-05	0
GO:0016851|[MF] magnesium chelatase activity	0.668942306335988	0.159809826838555	0.0969286091888876	0.0743192576365701	0
GO:0016852|[MF] sirohydrochlorin cobaltochelatase activity	0.71144614791533	0.0653684607400704	0.190030483647008	0.0331549076975916	0
GO:0016853|[MF] isomerase activity	0.761678864715179	0.0861609302096186	0.0916605281260977	0.000508207328766839	0.0599914696203377
GO:0016855|[MF] racemase and epimerase activity, acting on amino acids and derivatives	0.961176348132544	0.0169034079065354	1.45208862103502e-05	0.0219057230747098	0
GO:0016857|[MF] racemase and epimerase activity, acting on carbohydrates and derivatives	0.599986518004	0.0102343352646055	0.0010624920068806	0.266975790539226	0.121740864185289
GO:0016861|[MF] intramolecular oxidoreductase activity, interconverting aldoses and ketoses	0.927238457638769	0.0507229256203886	0.0128525778973247	0.00918603884351802	0
GO:0016866|[MF] intramolecular transferase activity	0.818002483413409	0.054713482634036	0.126947906243775	0.000336127708779852	0
GO:0016868|[MF] intramolecular transferase activity, phosphotransferases	0.777951823166276	0.0762659279761645	0.0721889687277227	0.0159239561301407	0.0576693239996965
GO:0016872|[MF] intramolecular lyase activity	0.749463447756316	0.00230278200752074	0.000952707235986171	0.0484210821775394	0.198859980822638
GO:0016874|[MF] ligase activity	0.731608285936127	0.00311112034967185	0.0689836148608406	0.135170451797566	0.0611265270557944
GO:0016879|[MF] ligase activity, forming carbon-nitrogen bonds	0.908221746131295	0.0745433927322478	0.0130832356181919	0.00415162551826561	0
GO:0016881|[MF] acid-amino acid ligase activity	0.889607933205359	0.000311198304013974	5.54651653700321e-05	0.00242031745154004	0.107605085873717
GO:0016884|[MF] carbon-nitrogen ligase activity, with glutamine as amido-N-donor	0.694192088419994	0.130156602337488	0.0955483249254493	0.0445699065760583	0.03553307774101
GO:0016887|[MF] ATPase activity	0.822966422683228	0.126583075560282	0.0493831075876173	0.00106739416887257	0
