Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0016799|[MF] hydrolase activity, hydrolyzing N-glycosyl compounds	0.851997404904393	0.128106406082056	0.0120973144353819	0.00721667533896435	0.000582199239204497
GO:0016805|[MF] dipeptidase activity	0.855250696879457	0.135581153538738	0.00636103818430912	0	0.0028071113974956
GO:0016810|[MF] hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	0.894190297009727	0.0367863406881486	0.0545585327259719	0	0.0144648295761524
GO:0016811|[MF] hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	0.788687471538202	0.167040306857151	0.0310824755875717	0	0.0131897460170749
GO:0016813|[MF] hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	0.85119760858612	0.127729617867544	0.019671352723623	0	0.00140142082271333
GO:0016817|[MF] hydrolase activity, acting on acid anhydrides	0.89700710654451	0.0926460150067099	0.00626365980457809	0	0.0040832186442023
GO:0016818|[MF] hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	0.790465737585835	0.0619045433334393	0.0898390709239504	0	0.0577906481567755
GO:0016820|[MF] hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	0.7567595329112	0.198912756110625	0.041953109000443	0	0.00237460197773128
GO:0016823|[MF] hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	0.955551534036306	0.00654719090371667	0.0335905291207381	0	0.00431074593923924
GO:0016829|[MF] lyase activity	0.891445949192099	0.0236609429821218	0.0232700944921397	0.00580832548937899	0.0558146878442602
GO:0016830|[MF] carbon-carbon lyase activity	0.70483910081707	0.0227941328054471	0.00835179559753982	0.252186262791124	0.0118287079888192
GO:0016831|[MF] carboxy-lyase activity	0.824341110462063	0.165334281234618	0.000115529737214685	0	0.0102090785661045
GO:0016832|[MF] aldehyde-lyase activity	0.7756498258203	0.0415211652926302	0.109502637238677	0.0535274675688493	0.0197989040795437
GO:0016833|[MF] oxo-acid-lyase activity	0.706659762852022	0.0889551078821824	0.204207181041935	0	0.000177948223860606
GO:0016835|[MF] carbon-oxygen lyase activity	0.785141202032745	0.0971395631726195	0.0484373015138266	0.0685300990819765	0.000751834198832357
GO:0016836|[MF] hydro-lyase activity	0.820031154794693	0.0384796336610951	0.0294124559756323	0.112064236662085	1.25189064948425e-05
GO:0016837|[MF] carbon-oxygen lyase activity, acting on polysaccharides	0.877106530896525	0.0930872075745672	0.0298003505698372	0	5.91095907075909e-06
GO:0016840|[MF] carbon-nitrogen lyase activity	0.89515385026021	0.0144703089062761	4.65755476020289e-05	0	0.0903292652859122
GO:0016841|[MF] ammonia-lyase activity	0.924026250294188	0.00580223608351817	0.0633973938100978	0	0.00677411981219648
GO:0016849|[MF] phosphorus-oxygen lyase activity	0.705144603340474	0.00117822080829234	0.214638205412019	0.0605641043432879	0.0184748660959265
GO:0016851|[MF] magnesium chelatase activity	0.935049857362267	0.0223203872523347	0.0323691660804987	0	0.0102605893048995
GO:0016852|[MF] sirohydrochlorin cobaltochelatase activity	0.920322813407513	0.0313408114319987	0.0433461598018133	0	0.00499021535867546
GO:0016853|[MF] isomerase activity	0.757684478855869	0.00414525316449928	0.00963584416820354	0.22643408704646	0.00210033676496743
GO:0016855|[MF] racemase and epimerase activity, acting on amino acids and derivatives	0.874196813746896	0.0707687094468005	0.0246439769791093	0.0303665758941714	2.39239330223345e-05
GO:0016857|[MF] racemase and epimerase activity, acting on carbohydrates and derivatives	0.827873692308713	0.0990090159713093	0.00592021783105186	0.0315466649926448	0.0356504088962815
GO:0016861|[MF] intramolecular oxidoreductase activity, interconverting aldoses and ketoses	0.826893810012084	0.0107167452720936	0.0845571184229576	0	0.0778323262928654
GO:0016866|[MF] intramolecular transferase activity	0.876473551248431	0.0154279976171892	0.107989951764787	0	0.000108499369592756
GO:0016868|[MF] intramolecular transferase activity, phosphotransferases	0.83901616977677	0.0626536944620392	0.0180869629527466	0.0720134283041482	0.00822974450429625
GO:0016872|[MF] intramolecular lyase activity	0.901061105287369	0.0838004023187327	0.0151338745134148	0	4.61788048329501e-06
GO:0016874|[MF] ligase activity	0.737715609108918	0.0939620859518917	0.00800551358810057	0.142025055494013	0.0182917358570765
GO:0016879|[MF] ligase activity, forming carbon-nitrogen bonds	0.769777504694017	0.209143887002815	0.0185470613396924	0	0.00253154696347649
GO:0016881|[MF] acid-amino acid ligase activity	0.919942234299624	0.0730285034947379	0.00100619023620947	0	0.00602307196942912
GO:0016884|[MF] carbon-nitrogen ligase activity, with glutamine as amido-N-donor	0.897247204045087	0.0498094952628756	0.0178808284549271	0.0197037681279245	0.015358704109186
GO:0016887|[MF] ATPase activity	0.820341970854781	0.0463762753236656	0.0413556343093347	0.0869909202511225	0.0049351992610963
GO:0016888|[MF] endodeoxyribonuclease activity, producing 5-phosphomonoesters	0.877206934497991	0.0841721328919109	0.0296529744982261	0	0.00896795811187215
GO:0016903|[MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors	0.940667865785394	0.0253824176629778	0.0316522615355108	0	0.00229745501611789
GO:0016920|[MF] pyroglutamyl-peptidase activity	0.771439823433314	0.0713975809473293	0.069042390934603	0	0.0881202046847542
GO:0016985|[MF] mannan endo-1,4-beta-mannosidase activity	0.630954662502377	0.190005647137494	0.010285431912896	0.155710389759187	0.0130438686880459
GO:0016987|[MF] sigma factor activity	0.869717227832208	0.0205918588468608	0.0278163971427572	0.0800061101030972	0.00186840607507708
GO:0016989|[MF] sigma factor antagonist activity	0.903326637005593	0.0226681993652005	0.0218174207326657	0.046062819417961	0.00612492347857962
GO:0016990|[MF] arginine deiminase activity	0.886928888473129	0.10240757897409	0.00795396004167835	0	0.00270957251110231
GO:0016992|[MF] lipoate synthase activity	0.961200095038717	0.00153806270915607	0.0264624297300987	0	0.0107994125220279
GO:0016993|[MF] precorrin-8X methylmutase activity	0.915732357878641	0.0368493617150559	0.0428550575750342	0	0.0045632228312685
GO:0016994|[MF] precorrin-6A reductase activity	0.91597475383374	0.0452860286351687	0.0371794128064959	0	0.00155980472459499
GO:0016998|[BP] cell wall macromolecule catabolic process	0.716659865560725	0.260954389012858	0.0223838742255934	0	1.87120082357211e-06
GO:0016999|[BP] antibiotic metabolic process	0.979383723610836	0.00577639613559213	0.00725496638821544	0	0.00758491386535661
GO:0017000|[BP] antibiotic biosynthetic process	0.867213679852229	0.0958883284634664	0.0364025505833292	0	0.000495441100975085
GO:0017001|[BP] antibiotic catabolic process	0.863835783420966	0.115145285169813	0.0203426313768337	0	0.00067630003238711
GO:0017003|[BP] protein-heme linkage	0.898972818594194	0.0688648822713749	0.0126637867857196	0	0.0194985123487115
GO:0017004|[BP] cytochrome complex assembly	0.976263796751653	0.0146822610058408	0.000758441252300254	0	0.00829550099020632
GO:0017013|[BP] protein flavinylation	0.656274342662867	0.322072559073681	0.000195231189802559	0	0.0214578670736491
GO:0017038|[BP] protein import	0.738382771456087	0.185751867570164	0.0599739615602347	0	0.015891399413514
GO:0017057|[MF] 6-phosphogluconolactonase activity	0.907881719553995	0.0331578401877256	0.000831649565649457	0	0.05812879069263
GO:0017061|[MF] S-methyl-5-thioadenosine phosphorylase activity	0.828543812814855	0.0578921317508402	0.0871633290077994	0	0.0264007264265057
GO:0017076|[MF] purine nucleotide binding	0.459869928936011	0.00371341616225468	0.304709073805287	0.22360647388403	0.00810110721241634
GO:0017111|[MF] nucleoside-triphosphatase activity	0.747645952859218	0.184760021029106	0.0606994837032339	0	0.00689454240844235
GO:0017148|[BP] negative regulation of translation	0.806522994258589	0.111805891553248	0.0684015097521739	0	0.0132696044359895
GO:0017150|[MF] tRNA dihydrouridine synthase activity	0.799338698927714	0.183519072214209	0.0152806337792476	0	0.00186159507882982
GO:0017153|[MF] sodium:dicarboxylate symporter activity	0.729585699897041	0.0880928378583219	0.0792408912651404	0.0901261091296413	0.0129544618498555
GO:0018024|[MF] histone-lysine N-methyltransferase activity	0.681980070455144	0.26313117740866	0.00024653135017592	0	0.0546422207860202
GO:0018112|[MF] proline racemase activity	0.735032920804135	0.00326554623677479	0.00511518542832764	0.215836547486193	0.0407498000445694
GO:0018160|[BP] peptidyl-pyrromethane cofactor linkage	0.88817254491579	0.00586568116622832	0.0436886999545712	0	0.062273073963411
GO:0018307|[BP] enzyme active site formation	0.891680950740312	0.0210191838903431	0.0121493742013163	0.0633013517405057	0.0118491394275235
GO:0018339|[BP] peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid	0.938193023905176	0.00987420016207908	0.014337869513087	0.0295990520264452	0.00799585439321287
GO:0018364|[BP] peptidyl-glutamine methylation	0.907010529188275	0.0492840480650551	0.0311644271700657	0	0.0125409955766043
GO:0018492|[MF] carbon-monoxide dehydrogenase (acceptor) activity	0.914411675525645	0.0654388339178201	0.0174987763677336	0	0.00265071418880174
GO:0018493|[MF] formylmethanofuran dehydrogenase activity	0.983666310070951	0.0125884712397532	0.00279967077257154	0	0.00094554791672452
GO:0018551|[MF] hydrogensulfite reductase activity	0.944517646110993	0.0517165328864484	0.00354805712638515	0	0.000217763876173762
GO:0018580|[MF] nitronate monooxygenase activity	0.913791116244796	0.048594759820911	0.0313340369812615	0	0.00628008695303186
GO:0018697|[MF] carbonyl sulfide nitrogenase activity	0.589146088655975	0.0845063114897127	0.0263578766707798	0.291280241110968	0.00870948207256492
GO:0018801|[MF] glutaconyl-CoA decarboxylase activity	0.945449387645449	0.00150156103488913	0.0351377362407668	0	0.0179113150788946
GO:0019008|[CC] molybdopterin synthase complex	0.945942487268036	0.0443810210267185	0.00911453132566339	0	0.000561960379582044
GO:0019028|[CC] viral capsid	0.852353076116043	0.0964570961737971	0.046400445466966	0	0.00478938224319381
GO:0019031|[CC] viral envelope	0.773738464667465	0.00482970038072601	0.00420475907745475	0	0.217227075874354
GO:0019058|[BP] viral life cycle	0.783074615516482	0.0357940712806771	0.000194205168100944	0	0.18093710803474
GO:0019062|[BP] virion attachment to host cell	0.697088651390778	3.31707983427714e-06	0.00302753933903487	0	0.299880492190353
GO:0019064|[BP] fusion of virus membrane with host plasma membrane	0.697088651390778	3.31707983427714e-06	0.00302753933903487	0	0.299880492190353
GO:0019068|[BP] virion assembly	0.694804538657414	0.0747615125745594	0.00297714495343205	0.22078110119587	0.0066757026187246
GO:0019069|[BP] viral capsid assembly	0.897416407416234	0.000870435992944633	0.0948158442032484	0	0.00689731238757251
GO:0019104|[MF] DNA N-glycosylase activity	0.891595991469761	0.0415519221310672	0.039396332361877	5.35963715485871e-14	0.0274557540372409
GO:0019134|[MF] glucosamine-1-phosphate N-acetyltransferase activity	0.890348113751031	0.0871863653937451	0.0127271057254054	0	0.0097384151298188
GO:0019143|[MF] 3-deoxy-manno-octulosonate-8-phosphatase activity	0.801036571873026	0.00514574456203955	0.173408376875945	0	0.0204093066889894
GO:0019146|[MF] arabinose-5-phosphate isomerase activity	0.95058429552253	0.0130064148805631	0.0279284786732682	0	0.00848081092363825
GO:0019153|[MF] protein-disulfide reductase (glutathione) activity	0.823360741878575	0.0879970430122048	0.0602039237166127	0	0.0284382913926076
GO:0019164|[MF] pyruvate synthase activity	0.75260476728188	0.196922294459519	0.0498043902431324	0	0.000668548015469382
GO:0019206|[MF] nucleoside kinase activity	0.869057971649476	0.0161721390435994	0.10982591277641	0	0.00494397653051478
GO:0019239|[MF] deaminase activity	0.915700979267209	0.0518520634385768	0.0209736980841039	0.00816664590892798	0.00330661330118225
GO:0019242|[BP] methylglyoxal biosynthetic process	0.818331623073311	0.05787582747352	0.0379783890953296	0.0839374083938993	0.00187675196394008
GO:0019243|[BP] methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	0.9667395008131	2.07947574197465e-05	0.0154742105444357	0	0.0177654938850444
GO:0019251|[BP] anaerobic cobalamin biosynthetic process	0.927924641319965	0.0274770748727307	0.0390431656413434	0	0.00555511816596134
GO:0019262|[BP] N-acetylneuraminate catabolic process	0.787811630698561	0.145725646608058	0.0603596860233012	0	0.00610303667008003
GO:0019264|[BP] glycine biosynthetic process from serine	0.689866548426534	0.212726229032482	0.0850363209510255	0	0.0123709015899589
GO:0019277|[BP] UDP-N-acetylgalactosamine biosynthetic process	0.743637992754679	0.199815066471636	0.0466470279195123	0	0.00989991285417288
GO:0019281|[BP] L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine	0.80050302589679	0.045244802020119	0.0412359500316525	0.10056855911326	0.0124476629381784
GO:0019284|[BP] L-methionine biosynthetic process from S-adenosylmethionine	0.895563738465563	0.0453049249037683	0.0184849198986062	0	0.0406464167320628
GO:0019287|[BP] isopentenyl diphosphate biosynthetic process, mevalonate pathway	0.856529332489702	0.142129937609694	0.00134029893398272	0	4.30966621864389e-07
GO:0019288|[BP] isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	0.858161330784117	0.0541200969799474	0.0260848003821815	0.0596413333747544	0.0019924384789997
GO:0019294|[BP] keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	0.894690700973582	0.000353863559259467	0.0942230764801264	0	0.0107323589870316
GO:0019299|[BP] rhamnose metabolic process	0.859449656576844	0.000429243245148138	0.131622994065426	0	0.00849810611258154
GO:0019301|[BP] rhamnose catabolic process	0.826484516254909	0.0513650813144523	0.012670990180887	0.0702412206667153	0.0392381915830364
GO:0019303|[BP] D-ribose catabolic process	0.901061105287369	0.0838004023187327	0.0151338745134148	0	4.61788048329501e-06
GO:0019310|[BP] inositol catabolic process	0.875415313240582	0.01052012628696	0.1063458603045	0	0.00771870016795877
GO:0019317|[BP] fucose catabolic process	0.920579910070493	0.00949018877993065	0.0085382007502946	0	0.0613917003992812
GO:0019318|[BP] hexose metabolic process	0.792703432890302	0.0729072185960244	0.0147776427887904	0.118428884465704	0.00118282125917889
GO:0019350|[BP] teichoic acid biosynthetic process	0.606747352021166	0.00391700091909704	0.089547161109158	0.214201343079525	0.0855871428710534
GO:0019354|[BP] siroheme biosynthetic process	0.885273929653719	0.0337624323095027	0.0596318659059575	0	0.0213317721308205
GO:0019357|[BP] nicotinate nucleotide biosynthetic process	0.716457299162693	0.0524658881244353	0.000466434856661558	0.223121174635407	0.00748920322080343
GO:0019358|[BP] nicotinate nucleotide salvage	0.820401815692093	0.128422028286924	0.0292130387317628	0	0.0219631172892197
GO:0019363|[BP] pyridine nucleotide biosynthetic process	0.961529865531027	0.0166093904590399	0.0145734975268172	0	0.00728724648311615
GO:0019402|[BP] galactitol metabolic process	0.884679231594894	0.0549863161209556	0.0601636587101933	0	0.000170793573957326
GO:0019419|[BP] sulfate reduction	0.447664083516264	0.0698422463255552	0.0872626946490393	0.394861472096533	0.00036950341260858
